SalesDate,Region,Cust_Type,Customer,Buz_Segt,Category,Model,Model_Color,ListPrice,OrderQty,Gross Sales Amt,Disc %
25-Apr-18,United Kingdom,Gold,Exclusive Bicycle Mart,Components,Road Frames,ML Road Frame-W,Yellow,595,1,595,24%
26-Apr-18,United States,Silver,Separate Parts Corporation,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,1,50,5%
26-Apr-18,France,Silver,Steel Inc.,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,8,400,5%
26-Apr-18,France,Silver,Finished Parts Shop,Components,Wheels,ML Mountain Rear Wheel,Black,236,1,236,5%
27-Apr-18,United States,Silver,Mountain Toy Store,Bikes,Road Bikes,Road-150,Red,3578,1,3578,5%
28-Apr-18,United States,Silver,Activity Center,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,4,200,5%
28-Apr-18,United States,Silver,Small Bike Shop,Clothing,Gloves,Full-Finger Gloves,Black,38,5,190,5%
29-Apr-18,United States,Gold,Downtown Hotel,Bikes,Mountain Bikes,Mountain-100,Silver,3400,3,10200,12%
30-Apr-18,Canada,Gold,Bikes for Kids and Adults,Components,Wheels,ML Mountain Rear Wheel,Black,236,2,472,2%
30-Apr-18,United States,Silver,Principal Bike Company,Bikes,Road Bikes,Road-650,Red,783,1,783,5%
01-May-18,Canada,Gold,Vigorous Exercise Company,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,2,100,2%
01-May-18,United States,Silver,Clamps & Brackets Co.,Bikes,Mountain Bikes,Mountain-100,Black,3375,4,13500,5%
01-May-18,United States,Gold,Some Discount Store,Bikes,Mountain Bikes,Mountain-100,Black,3375,2,6750,12%
01-May-18,Canada,Silver,Cross-Country Riding Supplies,Bikes,Mountain Bikes,Mountain-100,Black,3375,1,3375,0%
01-May-18,France,Gold,Full Sports Supply,Accessories,Helmets,Sport-100,Red,35,5,175,10%
01-May-18,United States,Silver,Latest Sports Equipment,Components,Mountain Frames,ML Mountain Frame,Black,349,4,1396,5%
01-May-18,United States,Gold,Grand Sport Boutique,Components,Road Frames,LL Road Frame,Red,337,4,1348,12%
01-May-18,Canada,Silver,Active Life Toys,Clothing,Shorts,Men's Sports Shorts,Black,60,4,240,0%
01-May-18,United States,Gold,Bike World,Components,Mountain Frames,ML Mountain Frame,Black,349,3,1047,12%
02-May-18,United States,Platinum,Scooters and Bikes Store,Bikes,Road Bikes,Road-650,Red,783,1,783,15%
02-May-18,United States,Silver,Grease and Oil Products Company,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,1,50,5%
02-May-18,United States,Silver,Active Transport Inc.,Bikes,Road Bikes,Road-650,Red,783,3,2349,5%
02-May-18,Canada,Gold,Citywide Service and Repair,Accessories,Pumps,Minipump,,20,4,80,2%
02-May-18,United States,Silver,Farthermost Bike Shop,Accessories,Locks,Cable Lock,,25,4,100,5%
03-May-18,United States,Silver,Wire Baskets and Parts,Components,Road Frames,ML Road Frame,Red,595,2,1190,5%
03-May-18,United States,Silver,Totes & Baskets Company,Clothing,Gloves,Half-Finger Gloves,Black,24,3,72,5%
03-May-18,United States,Silver,Outdoor Equipment Store,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,6,540,5%
04-May-18,United States,Gold,Journey Sporting Goods,Bikes,Mountain Bikes,Mountain-100,Silver,3400,4,13600,12%
04-May-18,United States,Gold,Rental Bikes,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,1,90,12%
04-May-18,United States,Silver,Third Bike Store,Accessories,Helmets,Sport-100,Red,35,2,70,5%
05-May-18,United States,Silver,Discount Tours,Bikes,Road Bikes,Road-650,Black,783,2,1566,5%
05-May-18,United States,Silver,First Bike Store,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,3,150,5%
05-May-18,United States,Gold,Eastside Sporting Goods,Clothing,Caps,Cycling Cap,Multi,9,11,99,12%
06-May-18,United States,Gold,Commercial Sporting Goods,Components,Forks,LL Fork,,148,6,888,12%
06-May-18,United States,Gold,Leather and Vinyl Manufacturing,Bikes,Road Bikes,Road-450,Red,1458,6,8748,12%
06-May-18,United States,Gold,Qualified Sales and Repair Services,Accessories,Helmets,Sport-100,Red,35,2,70,12%
06-May-18,United States,Gold,Great Bicycle Supply,Bikes,Mountain Bikes,Mountain-100,Silver,3400,7,23800,12%
06-May-18,United States,Silver,Small Bike Shop,Clothing,Caps,Cycling Cap,Multi,9,3,27,5%
06-May-18,United States,Silver,Go-cart and Bike Specialists,Accessories,Locks,Cable Lock,,25,4,100,5%
07-May-18,United States,Silver,Raw Materials Inc,Components,Mountain Frames,HL Mountain Frame,Black,1350,1,1350,5%
07-May-18,United States,Gold,Bike Rims Company,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,3,150,12%
07-May-18,United States,Silver,Vast Bike Sales and Rental,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,1,50,5%
07-May-18,United States,Gold,Modern Bike Store,Bikes,Road Bikes,Road-650,Red,783,1,783,12%
07-May-18,United States,Gold,All Cycle Shop,Clothing,Tights,Women's Tights,Black,75,5,375,12%
07-May-18,United Kingdom,Silver,Oils and Fluids Warehouse,Components,Mountain Frames,ML Mountain Frame,Black,349,3,1047,10%
07-May-18,United States,Silver,Elite Bikes,Components,Handlebars,HL Road Handlebars,,120,5,600,5%
08-May-18,United States,Platinum,Social Activities Club,Bikes,Road Bikes,Road-450,Red,1458,1,1458,15%
08-May-18,United States,Silver,Sample Bike Store,Components,Road Frames,LL Road Frame,Black,337,1,337,5%
09-May-18,United States,Silver,World Bike Discount Store,Bikes,Road Bikes,Road-650,Black,783,1,783,5%
09-May-18,United States,Silver,Sure & Reliable Sporting Goods,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,6,300,5%
09-May-18,Canada,Silver,Two-Wheeled Transit Company,Clothing,Socks,Mountain Bike Socks,White,10,6,60,0%
09-May-18,Canada,Gold,Gasless Cycle Shop,Accessories,Helmets,Sport-100,Black,35,4,140,2%
09-May-18,United States,Silver,Remarkable Bike Store,Components,Wheels,LL Road Rear Wheel,Black,113,8,904,5%
09-May-18,Canada,Gold,Wholesale Parts,Components,Road Frames,LL Road Frame,Red,337,1,337,2%
09-May-18,United States,Gold,Leading Sales & Repair,Bikes,Road Bikes,Road-150,Red,3578,3,10734,12%
10-May-18,United States,Gold,Area Bike Accessories,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,1,50,12%
10-May-18,Canada,Silver,Non-Slip Pedal Company,Components,Road Frames,LL Road Frame,Red,337,1,337,0%
10-May-18,Canada,Gold,Citywide Service and Repair,Clothing,Caps,Cycling Cap,Multi,9,10,90,2%
10-May-18,United States,Gold,Gift and Toy Store,Accessories,Helmets,Sport-100,Black,35,1,35,12%
10-May-18,United States,Silver,Successful Sales Company,Components,Wheels,ML Road Front Wheel,Black,248,2,496,5%
11-May-18,United States,Silver,Sheet Metal Manufacturing,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,1,90,5%
11-May-18,United States,Gold,World of Bikes,Accessories,Locks,Cable Lock,,25,5,125,12%
11-May-18,United States,Silver,World Bike Discount Store,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,2,100,5%
12-May-18,United States,Silver,Extended Bike Sales,Components,Mountain Frames,HL Mountain Frame,Black,1350,2,2700,5%
12-May-18,United Kingdom,Silver,Oils and Fluids Warehouse,Clothing,Gloves,Full-Finger Gloves,Black,38,16,608,10%
13-May-18,United States,Gold,Unified Sports Company,Bikes,Mountain Bikes,Mountain-100,Silver,3400,6,20400,12%
13-May-18,United States,Silver,Discount Tours,Components,Road Frames,LL Road Frame,Black,337,2,674,5%
14-May-18,United States,Silver,Extended Bike Sales,Clothing,Socks,Mountain Bike Socks,White,10,5,50,5%
14-May-18,United States,Silver,Successful Sales Company,Clothing,Tights,Women's Tights,Black,75,2,150,5%
14-May-18,United States,Silver,Extraordinary Bike Works,Components,Wheels,LL Mountain Front Wheel,Black,61,4,244,5%
14-May-18,United States,Gold,Small Cycle Store,Accessories,Helmets,Sport-100,Red,35,2,70,12%
15-May-18,United States,Silver,Grease and Oil Products Company,Components,Road Frames,ML Road Frame-W,Yellow,595,1,595,5%
15-May-18,United States,Gold,Elemental Sporting Goods,Components,Wheels,HL Mountain Rear Wheel,Black,327,2,654,12%
15-May-18,United States,Silver,Basic Bike Company,Bikes,Road Bikes,Road-150,Red,3578,1,3578,5%
16-May-18,United States,Gold,Seventh Bike Store,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,3,150,12%
16-May-18,United States,Silver,Year-Round Sports,Components,Mountain Frames,HL Mountain Frame,Black,1350,2,2700,5%
16-May-18,United States,Silver,Valuable Bike Parts Company,Accessories,Locks,Cable Lock,,25,2,50,5%
16-May-18,United States,Gold,First Cycle Store,Components,Wheels,ML Road Rear Wheel,Black,275,3,825,12%
17-May-18,Canada,Gold,"Health Spa, Limited",Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,2,100,2%
17-May-18,United States,Silver,Stylish Department Stores,Bikes,Road Bikes,Road-650,Black,783,3,2349,5%
18-May-18,United States,Silver,Golf and Cycle Store,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,1,50,5%
18-May-18,Canada,Silver,Top Sports Supply,Components,Wheels,LL Mountain Rear Wheel,Black,88,1,88,0%
18-May-18,United States,Gold,Wheelsets Storehouse,Components,Wheels,HL Road Front Wheel,Black,330,1,330,12%
18-May-18,United States,Silver,Painters Bicycle Specialists,Clothing,Tights,Women's Tights,Black,75,6,450,5%
18-May-18,United States,Gold,Chic Department Stores,Components,Headsets,HL Headset,,125,3,375,12%
19-May-18,United States,Silver,Field Trip Inc,Accessories,Helmets,Sport-100,Black,35,4,140,5%
19-May-18,United States,Silver,Painters Bicycle Specialists,Accessories,Helmets,Sport-100,Red,35,2,70,5%
20-May-18,United States,Silver,Hardware Components,Accessories,Helmets,Sport-100,Red,35,1,35,5%
20-May-18,United States,Silver,Small Bike Shop,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,2,100,5%
20-May-18,United States,Silver,Wire Baskets and Parts,Accessories,Helmets,Sport-100,Blue,35,2,70,5%
20-May-18,United States,Silver,Tread Industries,Bikes,Mountain Bikes,Mountain-100,Black,3375,2,6750,5%
20-May-18,Canada,Silver,Primary Bike Distributors,Components,Wheels,LL Road Rear Wheel,Black,113,3,339,0%
20-May-18,United States,Gold,World of Bikes,Clothing,Shorts,Men's Sports Shorts,Black,60,6,360,12%
21-May-18,United States,Silver,Thorough Parts and Repair Services,Accessories,Helmets,Sport-100,Blue,35,2,70,5%
21-May-18,United States,Silver,Sports Commodities,Bikes,Mountain Bikes,Mountain-100,Silver,3400,1,3400,5%
21-May-18,United States,Silver,Eastside Department Store,Clothing,Caps,Cycling Cap,Multi,9,10,90,5%
22-May-18,United States,Silver,Racing Toys,Accessories,Helmets,Sport-100,Blue,35,2,70,5%
22-May-18,United States,Silver,Grand Discount Store,Components,Handlebars,ML Mountain Handlebars,,62,6,372,5%
22-May-18,Canada,Silver,Famous Bike Shop,Components,Wheels,HL Mountain Rear Wheel,Black,327,2,654,0%
23-May-18,United States,Silver,Orange Bicycle Company,Components,Wheels,LL Road Rear Wheel,Black,113,1,113,5%
24-May-18,United States,Gold,Leather and Vinyl Manufacturing,Clothing,Caps,Cycling Cap,Multi,9,5,45,12%
24-May-18,France,Gold,Full Sports Supply,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,1,50,10%
24-May-18,United States,Gold,"Fabrikam Inc., West",Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,4,360,12%
25-May-18,United States,Silver,Central Discount Store,Accessories,Helmets,Sport-100,Black,35,3,105,5%
26-May-18,Canada,Silver,Finer Riding Supplies,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,3,150,0%
27-May-18,Canada,Silver,Sixth Bike Store,Clothing,Socks,Mountain Bike Socks,White,10,5,50,0%
27-May-18,United States,Silver,Distant Inn,Components,Wheels,ML Road Front Wheel,Black,248,1,248,5%
28-May-18,United States,Platinum,Sturdy Toys,Accessories,Helmets,Sport-100,Blue,35,4,140,15%
28-May-18,United States,Silver,Lease-a-Bike Shop,Components,Handlebars,LL Road Handlebars,,45,1,45,5%
28-May-18,United States,Silver,Initial Bike Company,Accessories,Helmets,Sport-100,Black,35,4,140,5%
29-May-18,United States,Silver,Juvenile Sports Equipment,Clothing,Caps,Cycling Cap,Multi,9,3,27,5%
29-May-18,United States,Gold,Bicycle Merchandise Warehouse,Clothing,Tights,Women's Tights,Black,75,16,1200,12%
29-May-18,United Kingdom,Silver,Vigorous Sports Store,Components,Road Frames,LL Road Frame,Red,337,1,337,10%
30-May-18,France,Silver,Major Amusement Company,Components,Handlebars,ML Mountain Handlebars,,62,2,124,5%
30-May-18,United States,Gold,Elemental Sporting Goods,Clothing,Gloves,Full-Finger Gloves,Black,38,4,152,12%
31-May-18,United States,Gold,Eastside Sporting Goods,Components,Handlebars,HL Road Handlebars,,120,7,840,12%
31-May-18,United States,Silver,Orange Bicycle Company,Accessories,Helmets,Sport-100,Red,35,1,35,5%
01-Jun-18,United States,Silver,Raw Materials Inc,Accessories,Helmets,Sport-100,Blue,35,3,105,5%
01-Jun-18,United States,Silver,Super Sports Store,Components,Wheels,ML Road Rear Wheel,Black,275,1,275,5%
01-Jun-18,Canada,Gold,General Cycle Storehouse,Accessories,Locks,Cable Lock,,25,4,100,2%
02-Jun-18,United States,Gold,The New Bike Store,Components,Road Frames,ML Road Frame,Red,595,1,595,12%
02-Jun-18,United States,Silver,Distance Bikes,Bikes,Road Bikes,Road-250,Black,2443,1,2443,5%
03-Jun-18,United States,Gold,Global Plaza,Clothing,Socks,Mountain Bike Socks,White,10,9,90,12%
03-Jun-18,United States,Gold,Stationary Bikes and Stands,Clothing,Caps,Cycling Cap,Multi,9,1,9,12%
03-Jun-18,Canada,Gold,Designated Distributors,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,5,250,2%
03-Jun-18,United States,Silver,Classic Cycle Store,Components,Handlebars,LL Mountain Handlebars,,45,2,90,5%
03-Jun-18,United States,Silver,Initial Bike Company,Accessories,Pumps,Minipump,,20,4,80,5%
04-Jun-18,United States,Platinum,Official Parts Shop,Components,Wheels,LL Road Rear Wheel,Black,113,6,678,15%
04-Jun-18,United States,Gold,A Typical Bike Shop,Clothing,Caps,Cycling Cap,Multi,9,1,9,12%
04-Jun-18,United States,Gold,Outdoor Sports Supply,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,4,200,12%
04-Jun-18,United States,Platinum,Metropolitan Sales and Rental,Bikes,Road Bikes,Road-450,Red,1458,1,1458,15%
04-Jun-18,United Kingdom,Silver,Prosperous Tours,Accessories,Pumps,Minipump,,20,3,60,10%
04-Jun-18,United Kingdom,Silver,Downhill Bicycle Specialists,Components,Headsets,HL Headset,,125,2,250,10%
04-Jun-18,United States,Silver,Discount Tours,Components,Wheels,LL Road Rear Wheel,Black,113,2,226,5%
05-Jun-18,United States,Gold,Seventh Bike Store,Accessories,Helmets,Sport-100,Black,35,2,70,12%
05-Jun-18,United States,Platinum,Scooters and Bikes Store,Components,Road Frames,LL Road Frame,Black,337,4,1348,15%
05-Jun-18,United States,Silver,Activity Center,Accessories,Helmets,Sport-100,Black,35,2,70,5%
05-Jun-18,United States,Silver,Superior Hardware Distributors,Bikes,Mountain Bikes,Mountain-300,Black,1080,2,2160,5%
05-Jun-18,United States,Gold,Sales and Supply Company,Clothing,Gloves,Half-Finger Gloves,Black,24,5,120,12%
06-Jun-18,United States,Gold,Unified Sports Company,Components,Mountain Frames,HL Mountain Frame,Silver,1365,1,1365,12%
06-Jun-18,United States,Gold,Outdoor Sports Supply,Components,Wheels,HL Mountain Front Wheel,Black,300,1,300,12%
06-Jun-18,Canada,Silver,Standard Bikes,Components,Wheels,ML Mountain Rear Wheel,Black,236,1,236,0%
06-Jun-18,United States,Platinum,Bicycle Accessories and Kits,Components,Wheels,ML Mountain Front Wheel,Black,209,1,209,15%
06-Jun-18,United States,Silver,Good Toys,Components,Road Frames,HL Road Frame,Red,1432,1,1432,5%
07-Jun-18,Canada,Gold,Price-Cutter Discount Bikes,Clothing,Caps,Cycling Cap,Multi,9,5,45,2%
07-Jun-18,Canada,Silver,Top Sports Supply,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,4,360,0%
07-Jun-18,United States,Silver,Metropolitan Manufacturing,Accessories,Helmets,Sport-100,Blue,35,2,70,5%
07-Jun-18,United States,Gold,Consolidated Sales,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,2,180,12%
08-Jun-18,United States,Gold,Yellow Bicycle Company,Bikes,Mountain Bikes,Mountain-100,Black,3375,1,3375,12%
08-Jun-18,United States,Silver,District Mall,Components,Road Frames,LL Road Frame,Red,337,1,337,5%
08-Jun-18,Canada,Gold,Vigorous Exercise Company,Clothing,Socks,Mountain Bike Socks,White,10,7,70,2%
08-Jun-18,Canada,Gold,"Health Spa, Limited",Components,Wheels,LL Road Rear Wheel,Black,113,4,452,2%
08-Jun-18,United States,Silver,Progressive Sports,Components,Wheels,LL Mountain Rear Wheel,Black,88,1,88,5%
08-Jun-18,United States,Silver,Next-Door Bike Store,Components,Handlebars,HL Mountain Handlebars,,120,2,240,5%
09-Jun-18,Canada,Gold,Requisite Part Supply,Bikes,Road Bikes,Road-650,Red,783,3,2349,2%
09-Jun-18,United States,Gold,World of Bikes,Clothing,Tights,Women's Tights,Black,75,2,150,12%
10-Jun-18,United States,Silver,Genuine Bike Shop,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,3,150,5%
10-Jun-18,United States,Gold,Stationary Bikes and Stands,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,1,50,12%
10-Jun-18,United States,Silver,Tough and Reliable Parts,Bikes,Road Bikes,Road-650,Red,783,1,783,5%
10-Jun-18,United States,Silver,Third Bike Store,Components,Road Frames,HL Road Frame,Black,1432,1,1432,5%
10-Jun-18,Canada,Gold,Sundry Sporting Goods,Clothing,Shorts,Men's Sports Shorts,Black,60,3,180,2%
11-Jun-18,United States,Gold,Practical Bike Supply Company,Bikes,Mountain Bikes,Mountain-100,Black,3375,1,3375,12%
11-Jun-18,United States,Gold,Leather and Vinyl Manufacturing,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,3,150,12%
11-Jun-18,United States,Gold,Trailblazing Sports,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,4,200,12%
11-Jun-18,France,Platinum,Recreation Toy Store,Bikes,Mountain Bikes,Mountain-300,Black,1080,1,1080,16%
11-Jun-18,Canada,Gold,Bikes for Kids and Adults,Bikes,Mountain Bikes,Mountain-200,Black,2295,2,4590,2%
11-Jun-18,Canada,Silver,Economy Center,Components,Wheels,HL Mountain Rear Wheel,Black,327,1,327,0%
11-Jun-18,Canada,Silver,Valley Toy Store,Components,Handlebars,ML Mountain Handlebars,,62,1,62,0%
12-Jun-18,United States,Silver,General Associates,Accessories,Helmets,Sport-100,Blue,35,1,35,5%
12-Jun-18,United States,Silver,Distant Inn,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,2,100,5%
12-Jun-18,Canada,Gold,Finer Cycle Shop,Components,Handlebars,ML Mountain Handlebars,,62,2,124,2%
12-Jun-18,Canada,Silver,Famous Bike Shop,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,2,180,0%
13-Jun-18,Canada,Silver,Tandem Sales and Service,Clothing,Caps,Cycling Cap,Multi,9,2,18,0%
13-Jun-18,United States,Silver,Bicycle Lines Distributors,Accessories,Locks,Cable Lock,,25,1,25,5%
13-Jun-18,Canada,Silver,Valley Toy Store,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,5,450,0%
14-Jun-18,United States,Gold,Stationary Bikes and Stands,Bikes,Road Bikes,Road-650,Black,783,3,2349,12%
14-Jun-18,United States,Silver,Eastside Department Store,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,6,300,5%
14-Jun-18,United States,Gold,Riders Company,Components,Handlebars,LL Road Handlebars,,45,3,135,12%
15-Jun-18,Canada,Platinum,Serious Cycles,Clothing,Socks,Mountain Bike Socks,White,10,3,30,8%
15-Jun-18,United States,Silver,Tread Industries,Accessories,Helmets,Sport-100,Black,35,8,280,5%
15-Jun-18,United States,Platinum,Scooters and Bikes Store,Accessories,Helmets,Sport-100,Black,35,1,35,15%
16-Jun-18,Canada,Gold,Finer Cycle Shop,Components,Wheels,LL Mountain Front Wheel,Black,61,3,183,2%
16-Jun-18,United States,Silver,Genuine Bike Shop,Components,Road Frames,LL Road Frame,Red,337,3,1011,5%
16-Jun-18,United States,Silver,Activity Center,Components,Road Frames,ML Road Frame-W,Yellow,595,3,1785,5%
16-Jun-18,United States,Platinum,Worthwhile Activity Store,Components,Wheels,HL Mountain Front Wheel,Black,300,1,300,15%
16-Jun-18,Canada,Platinum,Metro Manufacturing,Accessories,Helmets,Sport-100,Red,35,2,70,8%
16-Jun-18,United States,Silver,Summer Sports Place,Components,Headsets,LL Headset,,34,1,34,5%
16-Jun-18,France,Silver,Metro Sports Equipment,Components,Wheels,ML Mountain Rear Wheel,Black,236,3,708,5%
17-Jun-18,United States,Silver,Racing Toys,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,1,50,5%
17-Jun-18,United States,Platinum,Highway Bike Shop,Accessories,Helmets,Sport-100,Black,35,3,105,15%
17-Jun-18,United States,Gold,Nonskid Tire Company,Components,Mountain Frames,ML Mountain Frame,Black,349,1,349,12%
17-Jun-18,United States,Gold,Chic Department Stores,Clothing,Gloves,Full-Finger Gloves,Black,38,4,152,12%
17-Jun-18,France,Gold,Spare Parts Co.,Accessories,Pumps,Minipump,,20,2,40,10%
18-Jun-18,United States,Silver,Extended Bike Sales,Bikes,Mountain Bikes,Mountain-100,Silver,3400,3,10200,5%
18-Jun-18,United States,Silver,Brakes and Gears,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,2,100,5%
18-Jun-18,France,Gold,Full Sports Supply,Components,Mountain Frames,ML Mountain Frame,Black,349,2,698,10%
18-Jun-18,Canada,Silver,Neighborhood Store,Components,Handlebars,HL Road Handlebars,,120,1,120,0%
18-Jun-18,United States,Silver,Extraordinary Bike Works,Components,Headsets,LL Headset,,34,1,34,5%
19-Jun-18,United States,Silver,Handy Bike Services,Clothing,Socks,Mountain Bike Socks,White,10,3,30,5%
19-Jun-18,United States,Gold,Alternative Vehicles,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,2,100,12%
19-Jun-18,Canada,Silver,Retail Mall,Components,Handlebars,HL Road Handlebars,,120,3,360,0%
19-Jun-18,Canada,Gold,Finer Cycle Shop,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,4,360,2%
19-Jun-18,United Kingdom,Gold,Bulk Discount Store,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,3,150,24%
19-Jun-18,United States,Silver,Central Discount Store,Clothing,Caps,Cycling Cap,Multi,9,1,9,5%
19-Jun-18,France,Platinum,Recreation Toy Store,Clothing,Gloves,Full-Finger Gloves,Black,38,2,76,16%
20-Jun-18,United States,Silver,Synthetic Materials Manufacturing,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,1,50,5%
20-Jun-18,United States,Silver,Casual Bicycle Store,Clothing,Caps,Cycling Cap,Multi,9,1,9,5%
21-Jun-18,United States,Gold,One-Piece Handle Bars,Components,Mountain Frames,HL Mountain Frame,Silver,1365,1,1365,12%
21-Jun-18,France,Silver,Major Amusement Company,Accessories,Helmets,Sport-100,Black,35,5,175,5%
21-Jun-18,United States,Gold,Commercial Sporting Goods,Accessories,Locks,Cable Lock,,25,14,350,12%
21-Jun-18,United Kingdom,Gold,Tachometers and Accessories,Bikes,Mountain Bikes,Mountain-200,Silver,2320,3,6960,24%
22-Jun-18,United States,Platinum,Metro Bike Mart,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,2,100,15%
22-Jun-18,United States,Silver,Vast Bike Sales and Rental,Accessories,Helmets,Sport-100,Blue,35,4,140,5%
22-Jun-18,United States,Platinum,More Bikes!,Bikes,Road Bikes,Road-650,Black,783,1,783,15%
22-Jun-18,United States,Silver,Two Wheels Cycle Store,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,2,100,5%
22-Jun-18,United States,Gold,Sunny Place Bikes,Components,Wheels,HL Road Front Wheel,Black,330,3,990,12%
22-Jun-18,Canada,Silver,Remote Bicycle Specialists,Components,Road Frames,LL Road Frame,Black,337,1,337,0%
22-Jun-18,United States,Platinum,Larger Cycle Shop,Accessories,Locks,Cable Lock,,25,4,100,15%
22-Jun-18,United States,Silver,Next-Door Bike Store,Clothing,Shorts,Men's Sports Shorts,Black,60,3,180,5%
23-Jun-18,United States,Silver,Fashionable Department Stores,Accessories,Pumps,Minipump,,20,8,160,5%
23-Jun-18,Canada,Silver,Valley Toy Store,Components,Mountain Frames,ML Mountain Frame,Black,349,2,698,0%
23-Jun-18,Canada,Platinum,Corner Bicycle Supply,Components,Wheels,ML Road Front Wheel,Black,248,3,744,8%
24-Jun-18,United States,Silver,Capable Sales and Service,Clothing,Socks,Mountain Bike Socks,White,10,5,50,5%
24-Jun-18,United States,Gold,Moderately-Priced Bikes Store,Components,Handlebars,ML Mountain Handlebars,,62,1,62,12%
24-Jun-18,Canada,Platinum,Reliable Retail Center,Clothing,Shorts,Men's Sports Shorts,Black,60,2,120,8%
24-Jun-18,United States,Silver,Advanced Bike Components,Accessories,Pumps,Minipump,,20,9,180,5%
25-Jun-18,Canada,Platinum,Quick Delivery Service,Clothing,Socks,Mountain Bike Socks,White,10,2,20,8%
25-Jun-18,United States,Silver,Small Bike Shop,Accessories,Helmets,Sport-100,Red,35,3,105,5%
25-Jun-18,United States,Gold,All Cycle Shop,Components,Wheels,HL Mountain Rear Wheel,Black,327,1,327,12%
25-Jun-18,United States,Gold,Moderately-Priced Bikes Store,Components,Mountain Frames,ML Mountain Frame,Black,349,2,698,12%
25-Jun-18,United States,Silver,Fitness Hotel,Components,Wheels,ML Road Rear Wheel,Black,275,3,825,5%
26-Jun-18,United States,Silver,New Bikes Company,Components,Road Frames,LL Road Frame,Black,337,1,337,5%
26-Jun-18,Canada,Gold,Requisite Part Supply,Clothing,Caps,Cycling Cap,Multi,9,3,27,2%
26-Jun-18,United States,Silver,Good Bike Shop,Clothing,Tights,Women's Tights,Black,75,3,225,5%
26-Jun-18,France,Gold,Community Department Stores,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,2,100,10%
27-Jun-18,United States,Gold,Reliable Brake Systems,Clothing,Caps,Cycling Cap,Multi,9,4,36,12%
27-Jun-18,United States,Silver,Professional Cycle Store,Clothing,Gloves,Full-Finger Gloves,Black,38,17,646,5%
27-Jun-18,United States,Silver,Progressive Sports,Accessories,Helmets,Sport-100,Blue,35,1,35,5%
27-Jun-18,United States,Gold,Paint Supply,Clothing,Tights,Women's Tights,Black,75,9,675,12%
28-Jun-18,Canada,Silver,Original Bicycle Supply Company,Clothing,Socks,Mountain Bike Socks,White,10,2,20,0%
28-Jun-18,Canada,Gold,Vinyl and Plastic Goods Corporation,Components,Mountain Frames,HL Mountain Frame,Silver,1365,1,1365,2%
28-Jun-18,Canada,Silver,Non-Slip Pedal Company,Components,Wheels,ML Road Rear Wheel,Black,275,1,275,0%
28-Jun-18,Canada,Gold,Metal Processing Company,Components,Wheels,HL Road Front Wheel,Black,330,1,330,2%
29-Jun-18,United States,Platinum,Historic Bicycle Sales,Clothing,Socks,Mountain Bike Socks,White,10,4,40,15%
